,Pandas,Pandas,Pandas,Pandas,Rapids,Rapids,Rapids
,Test Size,Test,Total,Average,Test,Total,Average
0,0.003790144,Mean,0.00027441978454589844,9.147326151529948e-05,Mean,0.00448155403137207,0.0014938513437906902
1,0.003790144,Sort,0.0021855831146240234,0.0007285277048746744,Sort,0.02867603302001953,0.009558677673339844
2,0.003790144,Merge,0.025726795196533203,0.0085755983988444,Merge,0.04851341247558594,0.01617113749186198
3,0.003790144,Filter,0.0021615028381347656,0.0007205009460449219,Filter,0.01668238639831543,0.0055607954661051435
4,0.003790144,All,0.029295921325683594,0.009765307108561197,All,0.10448026657104492,0.03482675552368164
5,0.0075801440000000005,Mean,0.00022935867309570312,7.645289103190105e-05,Mean,0.004299163818359375,0.0014330546061197917
6,0.0075801440000000005,Sort,0.003853321075439453,0.0012844403584798176,Sort,0.03264737129211426,0.01088245709737142
7,0.0075801440000000005,Merge,0.04667091369628906,0.015556971232096354,Merge,0.05208992958068848,0.017363309860229492
8,0.0075801440000000005,Filter,0.0038204193115234375,0.0012734731038411458,Filter,0.01657414436340332,0.0055247147878011065
9,0.0075801440000000005,All,0.05681300163269043,0.01893766721089681,All,0.09667372703552246,0.032224575678507485
10,0.015160144,Mean,0.0002887248992919922,9.624163309733073e-05,Mean,0.003226041793823242,0.0010753472646077473
11,0.015160144,Sort,0.00789952278137207,0.002633174260457357,Sort,0.030783891677856445,0.010261297225952148
12,0.015160144,Merge,0.08915424346923828,0.02971808115641276,Merge,0.06566643714904785,0.02188881238301595
13,0.015160144,Filter,0.006894350051879883,0.002298116683959961,Filter,0.01847362518310547,0.006157875061035156
14,0.015160144,All,0.1105349063873291,0.03684496879577637,All,0.12392640113830566,0.04130880037943522
15,0.030320144,Mean,0.0004227161407470703,0.00014090538024902344,Mean,0.004693269729614258,0.0015644232432047527
16,0.030320144,Sort,0.018568038940429688,0.0061893463134765625,Sort,0.03031635284423828,0.010105450948079428
17,0.030320144,Merge,0.1886906623840332,0.0628968874613444,Merge,0.07965421676635742,0.02655140558878581
18,0.030320144,Filter,0.014177799224853516,0.004725933074951172,Filter,0.019086837768554688,0.0063622792561848955
19,0.030320144,All,0.2214195728302002,0.0738065242767334,All,0.13960003852844238,0.04653334617614746
20,0.06064014400000001,Mean,0.0006499290466308594,0.00021664301554361978,Mean,0.003903627395629883,0.0013012091318766277
21,0.06064014400000001,Sort,0.03460860252380371,0.011536200841267904,Sort,0.0448613166809082,0.0149537722269694
22,0.06064014400000001,Merge,0.38708019256591797,0.129026730855306,Merge,0.12130308151245117,0.04043436050415039
23,0.06064014400000001,Filter,0.028537511825561523,0.009512503941853842,Filter,0.02591228485107422,0.008637428283691406
24,0.06064014400000001,All,0.4561347961425781,0.15204493204752603,All,0.1760547161102295,0.0586849053700765
25,0.12254263700000001,Mean,0.0012259483337402344,0.0004086494445800781,Mean,0.004061460494995117,0.0013538201649983723
26,0.12254263700000001,Sort,0.058780670166015625,0.019593556722005207,Sort,0.04890894889831543,0.016302982966105144
